"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Sustainable Automation Integrating Energy Efficiency and Smart Communication Technologies","https://scispace.com/paper/sustainable-automation-integrating-energy-efficiency-and-1avltk61r8yl","2025","Journal Article","","Tarun Kumar Vashishth
Vikas Sharma
Mukesh Kumar Sharma
Rajeev Sharma
Aarushi Vashishth
Jyoti Sehgal
Shahanawaj Ahamad","10.4018/979-8-3373-3541-4.ch009","","As industries embrace automation, sustainability has become a crucial factor in designing energy-efficient and eco-friendly systems. This chapter explores the role of communication technologies, including IoT, 5G, and smart grids, in enabling sustainable automation solutions. It delves into energy-efficient automation technologies, covering advanced sensors, robotics, and energy management systems. Additionally, the chapter highlights green engineering practices, innovations in energy storage, and the integration of cloud and edge computing for optimized resource utilization. The economic, environmental, and social benefits of sustainable automation are analysed, along with challenges and opportunities for the next generation of engineers. By adopting sustainable automation practices, industries can minimize their carbon footprint while enhancing efficiency and productivity. ",""
"The Role of Digital Twins in Optimizing Renewable Energy Utilization and Energy Efficiency in Manufacturing","https://scispace.com/paper/the-role-of-digital-twins-in-optimizing-renewable-energy-a08xf4irghgt","2024","Journal Article","Siber International Journal of Digital Business","Nkemakonam Chidiebube Igbokwe
Charles Onyeka Nwamekwe
Chukwuma Godfrey Ono
Emeka Celestine Nwabunwanne
Patrick Sunday Aguh
Nkemakonam Chidiebube Igbokwe
Charles Onyeka Nwamekwe
Chukwuma Godfrey Ono
Emeka Celestine Nwabunwanne
Patrick Sunday Aguh","10.38035/sijdb.v1i4.262","https://scispace.compdf/the-role-of-digital-twins-in-optimizing-renewable-energy-a08xf4irghgt.pdf","Digital twin (DT) technology is revolutionizing manufacturing by bridging the gap between physical and virtual environments, enabling real-time monitoring, simulation, and optimization of processes. This paper explores the pivotal role of DTs in enhancing renewable energy utilization and energy efficiency within manufacturing ecosystems. The study delves into how DTs facilitate renewable energy forecasting, resource scheduling, and integration into manufacturing operations. Through real-time energy flow analysis, DTs aid in identifying inefficiencies, optimizing production processes, and implementing waste heat recovery systems. Specific applications in automotive and electronics manufacturing underscore the transformative impact of DTs, showcasing reductions in energy consumption and operational costs while improving resilience against energy variability. Case studies highlight successful integrations of DTs with renewable energy systems, such as photovoltaic installations, which strategically align energy-intensive activities with peak energy availability. Moreover, this research examines the challenges associated with DT adoption, including high implementation costs, data integration complexities, and organizational resistance, alongside emerging solutions tailored for scalability, particularly for small and medium-sized enterprises (SMEs). Future directions emphasize the incorporation of blockchain and artificial intelligence to enhance energy transaction security, data-driven decision-making, and operational autonomy. The paper also advocates for the development of global standards and supportive policies to foster widespread DT adoption. By showcasing both the current applications and future potential of DTs, this review underscores their critical role in driving sustainability, operational efficiency, and energy resilience in the manufacturing sector. ",""
"Sustainable, Smart, and Sensing Technologies for Cyber-Physical Manufacturing Systems: A Systematic Literature Review","https://scispace.com/paper/sustainable-smart-and-sensing-technologies-for-cyber-3qn5n7f2ly","2021","Journal Article","Sustainability","Mihai Andronie
George Lăzăroiu
Roxana Ștefănescu
Cristian Uță
Irina Dijmărescu","10.3390/SU13105495","","With growing evidence of the operational performance of cyber-physical manufacturing systems, there is a pivotal need for comprehending sustainable, smart, and sensing technologies underpinning data-driven decision-making processes. In this research, previous findings were cumulated showing that cyber-physical production networks operate automatically and smoothly with artificial intelligence-based decision-making algorithms in a sustainable manner and contribute to the literature by indicating that sustainable Internet of Things-based manufacturing systems function in an automated, robust, and flexible manner. Throughout October 2020 and April 2021, a quantitative literature review of the Web of Science, Scopus, and ProQuest databases was performed, with search terms including “Internet of Things-based real-time production logistics”, “sustainable smart manufacturing”, “cyber-physical production system”, “industrial big data”, “sustainable organizational performance”, “cyber-physical smart manufacturing system”, and “sustainable Internet of Things-based manufacturing system”. As research published between 2018 and 2021 was inspected, and only 426 articles satisfied the eligibility criteria. By taking out controversial or ambiguous findings (insufficient/irrelevant data), outcomes unsubstantiated by replication, too general material, or studies with nearly identical titles, we selected 174 mainly empirical sources. Further developments should entail how cyber-physical production networks and Internet of Things-based real-time production logistics, by use of cognitive decision-making algorithms, enable the advancement of data-driven sustainable smart manufacturing.","This research indicates that sustainable Internet of Things-based manufacturing systems function in an automated, robust, and flexible manner and contributes to the literature by indicating that cyber-physical production networks operate automatically and smoothly with artificial intelligence-based decision-making algorithms in a sustainable manner."
"Cyber Physical Systems Dependability Using CPS-IOT Monitoring.","https://scispace.com/paper/cyber-physical-systems-dependability-using-cps-iot-57ukjhgy3b","2021","Journal Article","Sensors","Antoine Bagula
Olasupo Ajayi
Hloniphani Maluleke","10.3390/S21082761","","Recently, vast investments have been made worldwide in developing Cyber-Physical Systems (CPS) as solutions to key socio-economic challenges. The Internet-of-Things (IoT) has also enjoyed widespread adoption, mostly for its ability to add ""sensing"" and ""actuation"" capabilities to existing CPS infrastructures. However, attention must be paid to the impact of IoT protocols on the dependability of CPS infrastructures. We address the issues of CPS dependability by using an epidemic model of the underlying dynamics within the CPS' IoT subsystem (CPS-IoT) and an interference-aware routing reconfiguration. These help to efficiently monitor CPS infrastructure-avoiding routing oscillation, while improving its safety. The contributions of this paper are threefold. Firstly, a CPS orchestration model is proposed that relies upon: (i) Inbound surveillance and outbound actuation to improve dependability and (ii) a novel information diffusion model that uses epidemic states and diffusion sets to produce diffusion patterns across the CPS-IoT. Secondly, the proposed CPS orchestration model is numerically analysed to show its dependability for both sensitive and non-sensitive applications. Finally, a novel interference-aware clustering protocol called ""INMP"", which enables network reconfiguration through migration of nodes across clusters, is proposed. It is then bench-marked against prominent IoT protocols to assess its impact on the dependability of the CPS.","In this article, an epidemic model of the underlying dynamics within the CPS' IoT subsystem (CPS-IoT) and an interference-aware routing reconfiguration are proposed to efficiently monitor CPS infrastructure-avoiding routing oscillation, while improving its safety."
"Design of an energy decision framework for an autonomous RES-enabled smart-grid network","https://scispace.com/paper/design-of-an-energy-decision-framework-for-an-autonomous-res-3piihoume9","2016","Proceedings Article","International Conference on Telecommunications","Chrysovalantou Ziogou
Spyros Voutetakis
Simira Papadopoulou","10.1109/ICT.2016.7500384","","The objective of this work is to develop a reliable, sustainable and adaptive architecture to implement the energy decisions in a complex networked ecosystem for power production by Renewable Energy Sources (RES). To achieve this objective, the modelling of the involved systems is discussed in order to identify the requirements for energy management in dynamic and distributed environments. Also this work investigates the impact of emerging Internet of Things (IoT) architecture on an energy production networked systems in a smart grid environment. Furthermore, the relation of the developed IoT enabled architecture to the energy management decisions is overviewed combined with a Machine2Machine (M2M) approach with implementation aspects relying on industrial-grade software. Preliminary results are presented that show the response of the proposed scheme to a smart grid system with RES and hydrogen production, usage and storage.","The modelling of the involved systems is discussed and the relation of the developed IoT enabled architecture to the energy management decisions is overviewed combined with a Machine2Machine (M2M) approach with implementation aspects relying on industrial-grade software."
"Intelligent Reactive Energy Management for Industrial &amp; Power Grid Efficiency","https://scispace.com/paper/intelligent-reactive-energy-management-for-industrial-power-22g8yuj15b","2024","Journal Article","","A. Geetha
M. Carmel Sobia
R. Sikkanthar Mydeen
K. Surya
V. Surya","10.1109/icnwc60771.2024.10537522","","Now, Reactive energy management is crucial for optimizing efficiency and stability in industrial and power grid systems. It explores the implementation of intelligent control algorithms and real-time monitoring to balance reactive power demand, minimize losses, and enhance overall system performance. By incorporating advanced technologies such as microcontrollers, capacitor banks, and intelligent circuit breakers, the aim is to optimize reactive power, improve power factor, and enhance overall energy efficiency. Real-time monitoring and control mechanisms facilitate dynamic adjustments, reducing losses and ensuring optimal performance. By integrating advanced sensors and automation, this approach enables proactive adjustments to meet dynamic energy requirements, ensuring effective management and heightened system reliability. ","Intelligent reactive energy management optimizes industrial and power grid efficiency by balancing reactive power demand, minimizing losses, and enhancing overall system performance through intelligent control algorithms, real-time monitoring, and advanced technologies."
"Innovative Multi-Layered Architecture for Heterogeneous Automation and Monitoring Systems: Application Case of a Photovoltaic Smart Microgrid","https://scispace.com/paper/innovative-multi-layered-architecture-for-heterogeneous-1i43sb8oty","2021","Journal Article","Sustainability","Isaías González
Antonio José Calderón
José María Portalo","10.3390/SU13042234","https://www.mdpi.com/2071-1050/13/4/2234/pdf","Intelligent energy facilities, e.g., smart grids and microgrids are the evolution of traditional energy grids through digital transformation. These modern paradigms are expected to foster the utilization of renewable energies, sustainable development, and resilience of the power grid. A barrier found when deploying experimental smart grids and microgrids consists of handling the heterogeneity of the required hardware and software components as well as the available commercial equipment. Despite the fact that there is various architecture proposed in previous literature, it commonly lacks experimental validation, specification of involved equipment concerning industrial/proprietary or open-source nature, and concretization of communication protocols. To overcome such drawbacks, this paper proposes an innovative multi-layered architecture to deploy heterogeneous automation and monitoring systems for microgrids. The architecture is structured into six functional layers to organize the hardware and software equipment in an integrated manner. The open protocol Modbus TCP is chosen to harmonize communications, enabling the interconnection of equipment from industrial and energy scopes, indeed of open-source nature. An experimental photovoltaic-based smart microgrid is reported as the application case to demonstrate the suitability and validity of the proposal.","An innovative multi-layered architecture to deploy heterogeneous automation and monitoring systems for microgrids is proposed, structured into six functional layers to organize the hardware and software equipment in an integrated manner."
"Cloud-Based Industrial Cyber–Physical System for Data-Driven Reasoning: A Review and Use Case on an Industry 4.0 Pilot Line","https://scispace.com/paper/cloud-based-industrial-cyber-physical-system-for-data-driven-4ggqlg0trl","2020","Journal Article","IEEE Transactions on Industrial Informatics","Alberto Villalonga
Gerardo Beruvides
Fernando Castaño
Rodolfo E. Haber","10.1109/TII.2020.2971057","https://scispace.com/pdf/cloud-based-industrial-cyber-physical-system-for-data-driven-4ggqlg0trl.pdf","Nowadays, reconfiguration and adaptation by means of optimal re-parameterization in Industrial Cyber–Physical Systems (ICPSs) is one of the bottlenecks for the digital transformation of the manufacturing industry. This article proposes a cloud-to-edge-based ICPS equipped with machine learning techniques. The proposed reasoning module includes a learning procedure based on two reinforcement learning techniques, running in parallel, for updating both the data-conditioning and processing strategy and the prediction model. The presented solution distributes computational resources and analytic engines in multiple layers and independent modules, increasing the smartness and the autonomy for monitoring and control the behavior at the shop floor level. The suitability of the proposed solution, evaluated in a pilot line, is endorsed by fast time response (i.e., 0.01 s at the edge level) and the appropriate setting of optimal operational parameters for guaranteeing the desired quality surface roughness during macro- and micro-milling operations.","A cloud-to-edge-based ICPS equipped with machine learning techniques, which distributes computational resources and analytic engines in multiple layers and independent modules, increasing the smartness and the autonomy for monitoring and control the behavior at the shop floor level."
"ECOFACT Platform Architecture Supporting Manufacturing Energy Management and Holistic Sustainability","https://scispace.com/paper/ecofact-platform-architecture-supporting-manufacturing-2biglm5p","2022","Proceedings Article","","","10.1109/wf-iot54382.2022.10152056","","The European Union (EU) manufacturing industry of the future needs to be led by the decarbonisation imperative and by those drivers of change leading the 4th Industrial Revolution, e.g. digital transformation, greater circularity and resource efficiency. In this work, the authors introduce a new platform based on layered architecture that integrates several assets, enabling manufacturing industries to optimize the en-ergy performance of their production systems in line with their relevant constraints. The platform will be developed in the context of the ECOFACT project as a component of an holistic solution spanning from cloud to edge that will allow integrating energy-related information through the uptake of advanced Information and communication technologies (ICT) and digital solutions, while contributing to reduced environmental footprint and enhanced integral sustainability in manufacturing management. ","In this article , a new platform based on layered architecture that integrates several assets, enabling manufacturing industries to optimize the en-ergy performance of their production systems in line with their relevant constraints is presented."
"Towards a Framework for Intelligent Cyber-Physical System (iCPS) Design","https://scispace.com/paper/towards-a-framework-for-intelligent-cyber-physical-system-2zn44easpt","","Journal Article","","Sofía Abadía
Oscar Avila
Virginie Goepp","10.1007/978-3-031-43126-5_19","","Cyber-Physical Systems (CPS) are considered as an important tool in Industry 4.0. They provide companies with advantages and benefits by enabling the interconnection of machines and physical devices to digital systems, allowing a real-time data-driven decision-making process. However, for the CPS to be able to support decision-making within the production process of manufacturing companies, a set of technological components need to be implemented and integrated. This paper aims to identify those components by conducting an academic literature review that also allows to understand the use of intelligent CPS in the industry. From the identification of the components, a model for an CPS architecture is proposed. The aim of the model is helping companies be prepared and informed about the layers and components that need to be considered when adopting and implementing a CPS. ","This paper proposes a framework for intelligent Cyber-Physical System (iCPS) design, identifying key technological components and architecture layers to support real-time decision-making in manufacturing, enabling companies to adopt and implement CPS effectively in Industry 4.0."
"Digital Twins Bonds Society with Cyber-Physical Energy Systems: a Literature Review","https://scispace.com/paper/digital-twins-bonds-society-with-cyber-physical-energy-fazbk6fk10au","","","","Ali Aghazadeh Ardebili
Antonella Longo
Antonio Ficarella","10.1109/ithings-greencom-cpscom-smartdata-cybermatics53846.2021.00054","","The current study is a Systematic Literature Review (SLR) that investigates how digitization reforms the traditional complex systems approaches: engaging the public in Cyber-Physical Systems (CPS) evolves the paradigm in Cyber-Physical-Social Systems (CPSS). The scope of the study is Energy Systems and the main motive is to survey the Digital Twin (DT) as a digitization tool for integrating society in energy CPS. Currently, Cyber-Physical-Social Energy Systems (CPSES) are configured by means of involving end-users in the Energy ecosystem. The SLR discloses the significant application of DT in forecasting energy demand and consumption patterns by end-users, along with dispatchable generation scheduling out of fluctuating renewable energy sources on demand. The secondary outcome of the study emphasizes the main features of CPSES and the role of DT in supporting them.","This systematic literature review explores the application of Digital Twins in Cyber-Physical-Social Energy Systems, highlighting their role in integrating society, forecasting energy demand, and scheduling renewable energy sources, while emphasizing the features of CPSES and DT's supporting role."
"Design of a Laboratory Scale Solar Microgrid Cyber-Physical System for Education","https://scispace.com/paper/design-of-a-laboratory-scale-solar-microgrid-cyber-physical-1gi7ylga7i","2021","Journal Article","Electronics","Liping Guo
Jason Kors","10.3390/ELECTRONICS10131562","https://www.mdpi.com/2079-9292/10/13/1562/pdf","Renewable energy sources such as solar and wind provide an effective solution for reducing dependency on conventional power generation and increasing the reliability and quality of power systems. Presented in this paper are design and implementation of a laboratory scale solar microgrid cyber-physical system (CPS) with wireless data monitoring as a teaching tool in the engineering technology curriculum. In the system, the solar panel, battery, charge controller, and loads form the physical layer, while the sensors, communication networks, supervisory control and data acquisition systems (SCADA) and control systems form the cyber layer. The physical layer was seamlessly integrated with the cyber layer consisting of control and communication. The objective was to create a robust CPS platform and to use the system to promote interest in and knowledge of renewable energy among university students. Experimental results showed that the maximum power point tracking (MPPT) charge controller provided the loads with power from the solar panel and used additional power to charge the rechargeable battery. Through the system, students learned and mastered key concepts and knowledge of multi-disciplinary areas including data sampling and acquisition, analog to digital conversion, solar power, battery charging, control, embedded systems and software programing. It is a valuable teaching resource for students to study renewable energy in CPS.","The objective was to create a robust CPS platform and to use the system to promote interest in and knowledge of renewable energy among university students, and it showed that the maximum power point tracking (MPPT) charge controller provided the loads with power from the solar panel and used additional power to charge the rechargeable battery."
"Cloud platform for learning factories","https://scispace.com/paper/cloud-platform-for-learning-factories-10ror4my0s","2021","Journal Article","Transportation research procedia","Olha Kolesnyk
Ing. Peter Bubeník
Juraj Čapek","10.1016/J.TRPRO.2021.07.022","","In recent years, learning factories have expanded, especially in Europe. And they have acquired many forms of equipment that vary in size, scope, function and sophistication and aim to improve the learning experience of students and industry participants in multiple areas of manufacturing and transportation engineering knowledge. This article provides an overview of the concept of a learning factory involving manufacturing and transportation that uses Cloud platforms. To begin with, cyber physical systems need to be illuminated as a technology that connects physical objects with the virtual world. Cloud platforms provide promising prospects for future collaboration between universities. The described architecture allows the simulation of a learning factory. The explosion of the collected data requires a high concentration on the calculation in the Cloud.","The described architecture allows the simulation of a learning factory involving manufacturing and transportation that uses Cloud platforms and cyber physical systems need to be illuminated as a technology that connects physical objects with the virtual world."
"IoT Monitoring System for Applications with Renewable Energy Generation and Electric Drives","https://scispace.com/paper/iot-monitoring-system-for-applications-with-renewable-energy-5gkd8kv6ce","2021","Journal Article","Renewable energy & power quality journal","Maria G. Ioanides
Anastasios Stamelos
Stylianos A. Papazis
Athanasios Papoutsidakis
Vasilios Vikentios
Nikolaos Apostolakis","10.24084/REPQJ19.347","https://scispace.com/pdf/iot-monitoring-system-for-applications-with-renewable-energy-5gkd8kv6ce.pdf","nternet of Things IoT developed for monitoring, control, and management of sectors such as Smart Cities, Energy, Environment, Transport, Manufacture, Industrial Automation, Maritime, Healthcare, Education, etc, by interconnecting devices over internet. New sectors emerged in renewable energy systems, industrial motion drives, sensors and actuators. This article presents the design, and development of specific IoT applications for wind energy generating units, and electric drives. IoT technologies in the control systems of electric machines, mainly in applications of motor drives, and wind energy generating systems, contribute to improved monitoring, and management of performance, and to possible savings of energy. The experimental configurations upgrade laboratory infrastructure and offer new teaching and research perspectives to engineering education.","IoT technologies in the control systems of electric machines, mainly in applications of motor drives, and wind energy generating systems, contribute to improved monitoring, and management of performance, and to possible savings of energy."
"Internet of Things Integration in Renewable Energy Systems","https://scispace.com/paper/internet-of-things-integration-in-renewable-energy-systems-2wtn7z3x","2023","Journal Article","Advances in computational intelligence and robotics book series","","10.4018/978-1-6684-6821-0.ch010","","Recently, with the birth of globalization, the world has witnessed a huge growth in its energy consumption. From an agricultural society, the world has transformed itself into an industrial and knowledge society. This transformation leads to a surge in energy consumption which led to an increase in carbon emission. For this reason, renewable energy systems with zero carbon emission has become a vital need for economic comfort and environmental security. However, the main disadvantage of renewable energy is its intermittency and prediction. Solar and wind generation are usually unpredictable, which leads to several problems if the network heavily relies on renewable energy as the primary source of electricity. This chapter describes the integration of the internet of things (IoT) with renewable energy systems to cover these problems. The authors will start with an introduction to renewable energy systems and their limitations. Then, they focus on the advantage of using IoT to enhance renewable systems. ","In this paper , the authors describe the integration of the Internet of things (IoT) with renewable energy systems to cover these problems and focus on the advantage of using IoT to enhance renewable systems."
"Tracking and Traceability Technologies: Implementation in the SEPT Learning Factory","https://scispace.com/paper/tracking-and-traceability-technologies-implementation-in-the-3x3cjx2bxd","2023","Book Chapter","","Dan Centea
Vincent C. Lombardi
Jan Boer
Ishwar Singh","10.1007/978-3-031-42467-0_6","","Tracking and traceability technologies based on Internet of Things (IoT) and Industrial Internet of Things (IIoT) can improve production management in manufacturing industries. They can lead to improved product quality, manage user complaints, reduce the number of damaged goods, and improve production efficiencies. The use of these technologies can improve visibility of production and stock data, status of each production machine, and access to complete plantwide operational information in real-time. The use of smart sensors, Artificial Intelligence (AI) controllers, Radio Frequency Identification (RFID) technologies and web-based advanced data management software components can lead to the establishment of Traceability 4.0 system in the context of Industry 4.0. Preparing the workforce able to select the appropriate technologies for a specific manufacturing environment, to implement and integrate them in manufacturing processes and systems, and to maintain them in production facilities that implement Industry 4.0 technologies require both knowledge not included in traditional academic curricula and skills that need to be developed in experiential learning environments. The paper presents a review of the main tracking and traceability technologies that can be implemented in manufacturing processes and systems, and describes the technologies that are implemented in a Learning Factory for providing the knowledge and skills to undergraduate and graduate students and for training workforce employees. ","Tracking and traceability technologies improve production management and quality control in manufacturing industries. They enhance visibility of production data, manage user complaints, and reduce damaged goods."
"A Case Study on Data Acquisition Systems: Relevance to Renewable Energy Technologies","https://scispace.com/paper/a-case-study-on-data-acquisition-systems-relevance-to-dnuny8txpuv2","2025","Journal Article","arXiv.org","Chito A. Petilla","10.48550/arxiv.2507.09938","https://scispace.compdf/a-case-study-on-data-acquisition-systems-relevance-to-dnuny8txpuv2.pdf","Multiple advantages had been identified with the integration of data acquisition into any existing system configuration and implementation. Using data acquisition as a support into a monitoring system has not only improved its overall performance and reliability but also lowered its operational and maintenance cost because of its real-time data collection from node sensors. As renewable energy needs to be sustainable for it to fully support the energy demand of communities, its management and control still needs to be improved and enhanced. Smart systems are considered the next generation technological improvement of any system that exists. It is the prelude to autonomous systems from industrial applications to home automation. Data acquisition is only a part of these smart systems that help in the remote management and control of these devices. Remote monitoring functionality enhances the operation and reliability which help in making proactive decisions during critical situations and circumstances. Even with data acquisition enhancements, there is still room for improving its implementation regarding data security and privacy and accuracy of information being exchanged between nodes. Current technological advancements have already shown promising results and have widen its utilization spectrum by covering almost any field of specialization. With increasing implementation and design complexity that comes with its enhancements, challenges and issues are also faced that needs to be addressed and considered to mitigate the effects of such.","This case study explores the relevance of data acquisition systems in renewable energy technologies, highlighting its benefits in improving performance, reliability, and cost-effectiveness, while also addressing challenges in data security, privacy, and accuracy."
"IoT Platforms and Hardware Integrations for Industry 4.0 Applications","https://scispace.com/paper/iot-platforms-and-hardware-integrations-for-industry-4-0-12qtoo2wpn","2019","Proceedings Article","","N. Athula Kulatunga
Daniel J. B. S. Sampaio","10.1109/ICIIS47346.2019.9063256","","The concept of Industry 4.0 (I4.0) or the 4th Industrial Revolution, formulated in Germany, now spreading through the world, challenges the existing manufacturing industry to adopt new standards to increase productivity and save resources through the Internet of Thing (IoT) platforms. Adaptation of I4.0 has been sluggish due to lack of training and skill. Engineers and technicians need new skills, related hardware and software solutions to transform Industry 3.0 (I3.0) manufacturing facilities to I4.0 facility. Machines in I4.0 factory are cyber-physical systems with capabilities to make their own decisions based on data collected via cloud-based IoT platforms. These platforms consist of data subscribers and publishers and are analyzed through machine learning algorithms. This paper describes available technologies to implement I4.0 in a manufacturing facility, using Energy Management 4.0 as an example. The smart factory must reach a certain maturity related energy management. The technology presented in this paper helps to achieve some maturity level without spending high initial investments. These technologies are also applicable to realize economic savings in other aspects of I4.0.","The technology presented in this paper helps to achieve some maturity level without spending high initial investments in Energy Management 4.0 and is applicable to realize economic savings in other aspects of I4.0."
"An Overview of Monitoring Systems, Methods, and Technologies for Hybrid Renewable Energy Sources","https://scispace.com/paper/an-overview-of-monitoring-systems-methods-and-technologies-5hkb93k3d861","2024","Journal Article","","Tsvetelina Kaneva
Irena Valova
Tsvetana Halacheva","10.1109/ciees62939.2024.10811442","","With the global demand for sustainable energy solutions rising, hybrid renewable energy sources (HRES) are gaining popularity due to their reliability and cost-effectiveness. Effective monitoring systems using sensors and data analytics are essential for optimizing the performance of these systems, ensuring energy efficiency, and predicting maintenance needs. Various monitoring technologies, including SCADA, IoT-based platforms, and cloud storage systems, have been analyzed for their suitability in real-time data acquisition and control of energy systems. The paper examines the critical role of sensor, information, and communication technologies in managing hybrid renewable energy systems (RES), and also reviews several case studies and implementations of energy monitoring systems, emphasizing the importance of integrating these technologies to improve the operational efficiency of HRES.","This paper reviews monitoring systems, methods, and technologies for hybrid renewable energy sources, emphasizing the importance of sensor, information, and communication technologies in optimizing performance, ensuring energy efficiency, and predicting maintenance needs through real-time data acquisition and control."
"Blockchain and IoT-Enabled Monitoring System Network for Distributed Hybrid Green Energy Using Federated Learning","https://scispace.com/paper/blockchain-and-iot-enabled-monitoring-system-network-for-jpelu4qda4l3","2025","Journal Article","","Partha Pratim Bhattacharjee
Chaitali Koley
Saibal Chatterjee","10.1109/iccsc66714.2025.11135189","","Electrical energy controlled through the Internet is an innovative distributed technology that enables decentralized energy systems, termed the “Internet of Energy (IoE)”. The rapid evolution of cutting-edge technologies in distributed “Federated Learning (FL)” over blockchain architectures and smart contracts has unlocked new possibilities for implementing decentralized Energy through Internet services. This paper scrutinizes and classifies the latest advancements that leverage Blockchain, Smart Contracts, and Federated Learning (FL) for the IoE. The proposed system establishes a continuous information-gathering network to monitor and facilitate the sharing of distributed renewable energy, particularly in geographically challenging regions. Solar photovoltaic (PV) systems, pico-hydropower, and wind energy are some renewable sources. To enable efficient data collection and processing, a “Raspberry Pi” microcontroller board is employed, serving as an “Edge Node (EN)”. This node consists of an inbuilt WLAN (Wi-Fi) module, an output terminal voltage sensor, and load current sensors, ensuring essential support for the power generation unit. These Internet of Things (IoT)-based nodes are strategically positioned within a Wireless Sensor Network (WSN), contributing to the IoE ecosystem. The proposed models illustrate diverse ways Blockchain, Automated Digital Contracts, and Federated Learning can seamlessly integrate to enhance the primary domains of IoE, specifically decentralized energy-generating systems. Additionally, this network introduces a decentralized collaborative model training approach to predict the green power generation capacity of distributed hybrid renewable energy-generating units.","This paper proposes a blockchain and IoT-enabled monitoring system for decentralized hybrid green energy using federated learning, integrating blockchain, smart contracts, and FL to facilitate efficient data collection and processing in geographically challenging regions."
"LoRa Wide-Area Network and Live Objects Used in Renewable Energy Monitoring","https://scispace.com/paper/lora-wide-area-network-and-live-objects-used-in-renewable-2115mzz3ut","2021","Proceedings Article","International Aegean Conference on Electrical Machines and Power Electronics","Mihai Oproiu
Andrei Neagu
Petru A. Cotfas
Daniel T. Cotfas
Cristian Musuroi
Marius Volmer","10.1109/OPTIM-ACEMP50812.2021.9590023","","With the growth of Industry 4.0, cyber-physical systems are increasingly present in everyday life, thus optimizing traditional processes. This paper presents a solution for photovoltaic panel parameters monitoring application fully integrated into an IoT system. The application can record and process sensor data such as photovoltaic (PV) panel current, voltage, illuminance level, PV temperature as well as atmospheric pressure, ambient temperature, and humidity over a long-distance solution utilizing the LoRa Wide-Area Network protocol. The Internet of Things node is designed for security, accuracy and low power consumption, while also providing an established user interface through a proprietary software as a service Live Object platform. By utilizing Live Objects, complete IoT applications can be developed with the device and data management being handled by the platform. The advancements in terms of hardware and software configuration, sensor choice and operation are described. In this way, we can create a scalable and secure Internet of Things ecosystem using low-cost and power efficient devices, integrated in a secure and easy to use software as a service (SaaS) platform.","In this paper, the authors present a solution for photovoltaic panel parameters monitoring application fully integrated into an IoT system, which can record and process sensor data such as PV panel current, voltage, illuminance level, PV temperature as well as atmospheric pressure, ambient temperature, and humidity over a long distance solution utilizing the LoRa Wide-Area Network protocol."
"Adaptive Energy Intelligence Using AI/ML Techniques","https://scispace.com/paper/adaptive-energy-intelligence-using-ai-ml-techniques-3zsmegkdug","2023","Other","","R. Gowthamani
K. Sasi Kala Rani
M. Manikandan
M. Rohini","10.1002/9781119842026.ch6","","The world is developing at a quick pace through integrating physics and logic. The high boom of smart in anything (smart phones, smart cities, smart grid, smart industrial internet, smart homes and smart hospitals) and Internet of Things (IoT) enable more users to access data as well as computation power in real-time. Cyber physical system is more and more popular due to its integration services. However, there are several challenges to the improvement of the quality of service in CPS. The constraints of current cyber physical system are a subject of more prevalent concern. In response to these rising difficulties in energy production, new requirements and challenges spring up day by day, especially in energy distribution and optimization that can meet these challenges are sought after. In order to expand the efficiency and to decrease the quantity of energy to be used in cyber physical system for processing, numerous solutions need to be addressed. In this article, an elaborate work of computing machine learning algorithms has to be proposed for CPS is carried out and application areas in the Internet of Things are ascertained. ","The integration of physics and logic is driving the development of smart systems and IoT. Challenges in improving the quality of service in CPS are increasing. Energy distribution and optimization are key challenges. To address these challenges, machine learning algorithms are proposed."
"Adoption of Cyber-Physical Production Systems in the SUPSI Mini-Factory","https://scispace.com/paper/adoption-of-cyber-physical-production-systems-in-the-supsi-xklgxx0ki3x0","","","","Fabio Daniele","10.2139/ssrn.3857979","","Nowadays, manufacturing systems face an increasing array of challenges including the capability to manufacture customizedproducts, demonstrate adaptive behaviour and automatic rescheduling of orders, easy reconfigurability and remote services fordiagnosis. Traditional automation solutions cannot effectively cope with these challenges. The combining developments in Information and Communication Technologies (ICT) and production engineering have brought forward the concept of Cyber-PhysicalProduction Systems (CPPS). CPPS, as a new form of production control and flexible manufacturing, while promising to address theaforementioned challenges, have, at the same time, increased the complexity of production systems, especially concerning information processing and software engineering topics: new jobs emerge, existing are changing, and new skills are needed. In this context,Learning Factories have demonstrated to be able to manage this complexity enabling a learning environment for effective transferof knowledge towards both professional and aspiring engineers. This paper reports on the latest advancement in the University ofApplied Sciences and Arts of Southern Switzerland (SUPSI) Mini-Factory, a learning factory implemented at the SUPSI, that offershands-on experience on decentralized CPPS in compliance with the IEC 61499 standard. Learners experience interconnected sensors, control systems, warehouses, machines, and robots, networked together with the manufacturing management system, linkingall the industrial assets with the information systems and the business processes. This paper will depict the high-level architectureand technologies exploited by the Mini-Factory and will address relevant use-cases of the educational potential of new immersiveapproaches about the themes of distributed, Cyber-Physical System (CPS)-based, automation.","This paper presents the SUPSI Mini-Factory, a learning factory implementing decentralized Cyber-Physical Production Systems (CPPS) with IEC 61499 standard, enabling hands-on experience with interconnected industrial assets and immersive educational approaches."
