"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Cyber-Physical Production Systems supported by Intelligent Devices (SmartBoxes) for Industrial Processes Digitalization","https://scispace.com/paper/cyber-physical-production-systems-supported-by-intelligent-moj0zv0hdy","2019","Proceedings Article","","Pedro M. B. Torres
Rogerio Dionisio
Sergio Malhao
Luis Neto
Ricardo Ferreira
Helena Gouveia
H.F. Castro","10.1109/RTSI.2019.8895553","","Industry 4.0 paradigm is a reality in the digitization of industrial processes and physical assets, as well as their integration into digital ecosystems with several suppliers of the value chain. In particular, Industry 4.0 is the technological evolution of embedded systems applied to Cyber-Physical Systems (CPSs). With this, a shift from the current paradigm of centralization to a more decentralized production, supported by Industrial Internet of Things (IIoT), is implied. The work reported in this paper focuses on the development of smart devices (SmartBoxes), based on low-cost hardware such as Raspberry Pi and also platforms certified for industrial applications, such as NI CompactRIO. Both platforms adopted the OPC-UA architecture to collect data from the shop-floor and convert it into OPC-UA Data Access standard for further integration in the proposed CPPS. Tests were also performed with the MQTT protocol for monitorization. Each SmartBox is capable of real-time applications that run on OPC-UA and MQTT, allowing easy interaction between supervisory systems and physical assets.","The work reported in this paper focuses on the development of smart devices (SmartBoxes), based on low-cost hardware such as Raspberry Pi and also platforms certified for industrial applications, such as NI CompactRIO, which adopted the OPC-UA architecture to collect data from the shop-floor and convert it into O PC-UA Data Access standard for further integration in the proposed CPPS."
"A Cyber-Physical System Architecture for Smart Manufacturing","https://scispace.com/paper/a-cyber-physical-system-architecture-for-smart-manufacturing-1o4jdws4qs","2019","Book Chapter","","Jitin Malhotra
Faiz Iqbal
Ashish Kumar Sahu
Sunil Jha","10.1007/978-981-32-9417-2_53","","A cyber-physical system (CPS) architecture is proposed for achieving the aim of smart manufacturing. The proposed architecture lays a framework to implement a CPS in shop floor from data acquisition, processing it, running algorithms to acquire some useful information from the raw data and studying the patterns generated by the machine and take a step toward implementing Industry 4.0 concepts in the shop floor. The two major areas, i.e., CPS configuration and operation are focused, and further, a step-by-step description of various modules of CPS architecture is explained. In the end, a small-scale implementation of CPS is done on i5-B CNC BEMRF machine. A CPS-based application is also developed to verify the feasibility of proposed architecture, which calculates finishing time, no. of cycles required to achieve target roughness value and what is the best possible roughness value achievable based on the input process parameters and roughness value given by the operator.","The proposed architecture lays a framework to implement a CPS in shop floor from data acquisition, processing it, running algorithms to acquire some useful information from the raw data and studying the patterns generated by the machine and take a step toward implementing Industry 4.0 concepts in the shop floor."
"Development of a Scalable Industrial Process Monitoring Sensor System for Large-Scale IoT Networks using MQTT and Time Series Database","https://scispace.com/paper/development-of-a-scalable-industrial-process-monitoring-1gdxo1c6z8u4","2024","Proceedings Article","","Samiul Hoque
Imtiaz Ahmmed
Asif Jobair
Md. Shakhawat Hossain
Mohammad Rejwan Uddin","10.1109/icepes60647.2024.10653574","","This research paper presents the design process and implementation of a large-scale industrial Process Monitoring Sensor System for large-scale IoT deployments. With the rising popularity of IoT devices, a major concern is the ease of use and integration of these off-the-shelf devices into the existing infrastructure of embedded systems. This paper focuses on building easy-to-use back end and front-end software that can be interfaced to any sensor that uses the widely popular MQTT protocol. By utilizing a Time Series database to store the acquired data, the system can deliver precise range queries which can produce powerful data visualizations for key insights. The proposed system can be hosted on any cloud service provider and was tested extensively with both off-the-shelf commercially available sensor modules and sensors developed using the ESP32 microcontroller series. All peripherals used are commonly used in industrial cases and the sensors use Wi-Fi (IEEE 802.11b/g). The experiment demonstrates successful data acquisition of both telemetry and events from five different sensor modules into a time series database.","This research develops a scalable industrial process monitoring sensor system for large-scale IoT networks using MQTT and a time series database, enabling easy integration and precise data visualization for key insights across various sensor modules and cloud services."
"Remote Control and Supervision of a Factory Automation System based on Internet of Things","https://scispace.com/paper/remote-control-and-supervision-of-a-factory-automation-3b36z5xt","2022","Proceedings Article","International Multi-Conference on Systems, Signals & Devices","Yehya Aniba
Mounir Bouhedda
Mourad Bachene
Hamza Benyezza
Benyoucef Kaddour
Abdelahani Chabira","10.1109/SSD54932.2022.9955920","","The paper proposes a new architecture for the control and supervision of a factory automation system based on Internet of Things (IoT). For this purpose, a hardware implementation is done through a Raspberry Pi (Rpi) 3 B+ and a power electronic power interface is developed to control the trainer's actuators. The communication is done adopting secure shell (SSH) protocol to connect the factory trainer to the server. The software solutions are developed under a visual programming environment using Node-Red IBM Platform where a Human Man Interface (HMI) is designed for the IoT application using JavaScript language. The test results show the success of the proposed system.","In this article , a new architecture for the control and supervision of a factory automation system based on Internet of Things (IoT) is proposed, where a hardware implementation is done through a Raspberry Pi (Rpi) 3 B+ and a power electronic power interface is developed to control the trainer's actuators."
"A Survey of IoT Platform Comparison for Building Cyber-Physical System Architecture","https://scispace.com/paper/a-survey-of-iot-platform-comparison-for-building-cyber-dyb9z6hmqs","2019","Proceedings Article","","Yohanes Yohanie Fridelin Panduman
Sritrusta Sukaridhoto
Anang Tjahjono","10.1109/ISRITI48646.2019.9034650","","Increased Internet of Things (IoT) technology has increased the number of IoT platform technology developments that are used to facilitate the development of IoT. But in the industrial era 4.0, the application of IoT to Smart Factory has evolved into a new paradigm, namely the Cyber-Physical System (CPS). Therefore, this paper aims to do a survey to determine the parameters and criteria to build a system and architecture of the CPS platform. Additionally, it surveys and analyzes using several parameters or criteria to compare several IoT platforms such as thing management, connectivity, data storage, data abstraction, interface, analytical, feedback & collaboration, security, scalability, microservices, plug, and play. The result shows that these parameters and criteria can be used as references to develop the CPS platform system. In the next step, we expected that the creation of a CPS platform can be based on references from the results of this research survey and analysis.","A survey to determine the parameters and criteria to build a system and architecture of the Cyber-Physical System (CPS) platform and shows that these parameters can be used as references to develop the CPS platform system."
"Integrating IoT and Control Systems for Advanced Industrial Applications","https://scispace.com/paper/integrating-iot-and-control-systems-for-advanced-industrial-ahg7noborlul","2025","Journal Article","Computer Science, Engineering and Technology","","10.46632/cset/1/1/19","","The integration of the Internet of Things (IoT) with control systems is transforming industrial applications by enabling automation, real-time monitoring, and intelligent decision-making. This study explores key enabling technologies such as wireless sensor networks, edge computing, and cloud-based control architectures. IoT-driven control systems enhance efficiency, reliability, and flexibility in industrial processes. The paper examines predictive maintenance, fault detection, and optimized resource utilization through IoT integration. Security challenges and solutions for ensuring robust industrial automation are discussed. Interoperability between IoT platforms and traditional control systems is explored. The study emphasizes scalable and resilient architectures for future industrial automation. Emerging trends such as digital twins and blockchain for secure IoT operations are analysed. Standardization efforts and regulatory considerations are reviewed. The findings demonstrate IoT’s potential in revolutionizing industrial automation. ","This study explores IoT integration with control systems for advanced industrial applications, enhancing efficiency, reliability, and flexibility through automation, real-time monitoring, and predictive maintenance, while addressing security challenges and interoperability issues."
"Design and Implementation of IoT‐Based Advanced Energy Management System for Smart Factory","https://scispace.com/paper/design-and-implementation-of-iot-based-advanced-energy-7na3osfsgliu","2024","Journal Article","","S. Jayanthi
Nitin Kumar
N. Zafar Ali Khan
S. Sreenatha Reddy
R. Santhosh
Pachipala Yellamma","10.1002/9781394173006.ch16","","The Internet of Things (IoT) has enabled digital gadgets to speak with one another with the Internet. Present-day industrial conditions, growing electricity prices, growing environmental awareness, and shifts in customer behaviour are encouraging sustainable production organisations. Industry 5.0 focuses on revolutionising the manufacturing process by reconciling robots and intelligent machines with people. It makes use of cutting-edge technology like big data analytics, cloud computing, 5G technology, and the IoT to empower robots to assist humans in working more quickly and effectively. As a result, supply chains can be improved as well as the efficiency, accuracy, dependability, and adaptability of industrial processes. In this regard, IoT-based optimised sensors and noncentralised supervision structures may be appropriate for the development of control structures that enable reducing the overall electrical energy use of these devices whilst maintaining their efficiency whilst considering into account the operational circumstances and aspects that influence these structures. This research work is focused on presenting an IoT-based framework for a smart energy management system to communicate and respond to shortages and supplies for environmentally friendly power as well as to utilise electricity productively to overcome related difficulties. Both the breakthroughs and the obstacles faced by IoT-based modern industrial systems, which propose possible measures for overcoming the issues in industry automation, are also expounded in this research paper. ","This research presents an IoT-based framework for a smart energy management system in Industry 4.0, optimizing energy use, improving efficiency, and addressing environmental concerns through real-time monitoring and control of industrial processes."
"Developing CPPS within IEC-61499 based on low cost devices","https://scispace.com/paper/developing-cpps-within-iec-61499-based-on-low-cost-devices-2xkrkm6u3b","2015","Proceedings Article","","Marcelo V. Garcia
Federico Perez
Isidro Calvo
Guadalupe Moran","10.1109/WFCS.2015.7160574","","The adoption of new technologies and automation standards, such as OPC-UA and IEC61499, is essential in order to satisfy the flexibility and reconfiguration needs required at the Factories of the Future. Currently, the Cyber-Physical Production Systems (CPPS) are at the core of the new control and automation distributed systems. However, it is necessary to provide the research community with low cost platforms capable of integrating these new technologies and standards for prototyping new products and concepts. This work presents a low-cost embedded architecture capable of providing process data by means of OPC-UA services, integrated as IEC61499 blocks. Thus, IEC61499 provides high-level capabilities by combining easily software components with independence of the hardware platform used.","This work presents a low-cost embedded architecture capable of providing process data by means of OPC-UA services, integrated as IEC61499 blocks, which provides high-level capabilities by combining easily software components with independence of the hardware platform used."
"A Distributed IoT Software Infrastructure for Multi-Purpose Services in Multi-Energy Systems","https://scispace.com/paper/a-distributed-iot-software-infrastructure-for-multi-purpose-7gdk8wn9r48t","2024","Journal Article","","Rafael Natalio Fontana Crespo
Yingjun Luo
Manuela Baracani
Paolo Squillari
Fabio Favoino
Edoardo Patti","10.1109/eeeic/icpseurope61470.2024.10751011","","The Internet of Things (IoT) is fundamental in advancing towards Multi-Energy Systems. Ubiquitous devices have the potential to generate considerable data that can enable, for example, real-time monitoring of countless applications. The requirements and context of different services and applications, such as renewable power generation and smart building monitoring, may differ considerably in a cross-context scenario like Multi-Energy Systems. Nonetheless, collecting and managing this heterogeneous cross-context data can unlock the development of new analytics that can link this information and provide valuable insights for decision-making processes. However, the collection, storage and management of the vast amount of heterogeneous data generated in this variety of applications poses a significant challenge in developing a unique IoT software infrastructure that ensures interoperability and reliability among the different devices and services. This paper presents a vendor-agnostic multi-purpose platform to collect, store, manage and analyse heterogeneous data in Multi-Energy systems. Furthermore, the platform enables the management of heterogeneous devices that implement different communication protocols. To test the proposed platform, we showcase its implementation in two use cases with different requirements due to their diverse contexts. On one hand, the monitoring of Indoor Enviromental Quality (IEQ), a critical parameter that asses the internal comfort of buildings. On the other hand, the real-time monitoring and forecasting of the wave power delivered to the grid of the Inertial Sea Wave Energy Converter- the ISWEC, a device that converts waves motion into electrical power through the inertial effect of a gyroscope.","This paper proposes a vendor-agnostic IoT platform for Multi-Energy Systems, enabling data collection, storage, management, and analysis of heterogeneous data from diverse devices and applications, with a focus on interoperability and reliability."
"Data-Driven Monitoring of Cyber-Physical Systems Leveraging on Big Data and the Internet-of-Things for Diagnosis and Control.","https://scispace.com/paper/data-driven-monitoring-of-cyber-physical-systems-leveraging-4jlyyohway","2015","","","Oliver Niggemann
Gautam Biswas
John S. Kinnebrew
Hamed Khorasgani
Sören Volgmann
Andreas Bunte","","https://scispace.com/pdf/data-driven-monitoring-of-cyber-physical-systems-leveraging-4jlyyohway.pdf","The majority of projects dealing with monitoring and diagnosis of Cyber Physical Systems (CPSs) relies on models created by human experts. But these models are rarely available, are hard to verify and to maintain and are often incomplete. Data-driven approaches are a promising alternative: They leverage on the large amount of data which is collected nowadays in CPSs, this data is then used to learn the necessary models automatically. For this, several challenges have to be tackled, such as real-time data acquisition and storage solutions, data analysis and machine learning algorithms, task specific human-machine-interfaces (HMI) and feedback/control mechanisms. In this paper, we propose a cognitive reference architecture which addresses these challenges. This reference architecture should both ease the reuse of algorithms and support scientific discussions by providing a comparison schema. Use cases from different industries are outlined and support the correctness of the architecture.","A cognitive reference architecture should both ease the reuse of algorithms and support scientific discussions by providing a comparison schema which addresses challenges of monitoring and diagnosis of Cyber Physical Systems."
"Towards a Framework for Intelligent Cyber-Physical System (iCPS) Design","https://scispace.com/paper/towards-a-framework-for-intelligent-cyber-physical-system-2zn44easpt","","Journal Article","","Sofía Abadía
Oscar Avila
Virginie Goepp","10.1007/978-3-031-43126-5_19","","Cyber-Physical Systems (CPS) are considered as an important tool in Industry 4.0. They provide companies with advantages and benefits by enabling the interconnection of machines and physical devices to digital systems, allowing a real-time data-driven decision-making process. However, for the CPS to be able to support decision-making within the production process of manufacturing companies, a set of technological components need to be implemented and integrated. This paper aims to identify those components by conducting an academic literature review that also allows to understand the use of intelligent CPS in the industry. From the identification of the components, a model for an CPS architecture is proposed. The aim of the model is helping companies be prepared and informed about the layers and components that need to be considered when adopting and implementing a CPS. ","This paper proposes a framework for intelligent Cyber-Physical System (iCPS) design, identifying key technological components and architecture layers to support real-time decision-making in manufacturing, enabling companies to adopt and implement CPS effectively in Industry 4.0."
"Machine Monitoring Based on Cyberphysical Systems for Industry 4.0","https://scispace.com/paper/machine-monitoring-based-on-cyberphysical-systems-for-1w0sr8isvf","2020","Book Chapter","","Toapanta Alex
Zea Danny
Tasiguano Cristian
Vera María
Paspuel Carlos","10.1007/978-3-030-60467-7_10","","This article presents the design, and implementation of an architecture based on cyber-physical systems (CPS), which are mechanisms controlled and/or monitored by computational algorithms and closely integrated with the internet, to supervise variables acquired from a machine with computer numerical control (CNC) and a manipulator robot. This architecture uses low-cost components and is fully implemented on a Raspberry Pi 2 Model B computer. Furthermore, the architecture uses a topology of multiple client-server programmed on Python language for an appropriate global visualization of the variables acquired from the connected machines. A user interface (HMI) was also developed for the real-time visualization of the key machine indicators selected according to the user criteria. Moreover, the architecture was tested in an industrial part machining process and the stability of the data acquisition system was validated based on the machine condition information. Therefore, the architecture has sufficient robustness and capability to be used in other manufacturing environments. Finally, the presented system also becomes a useful tool in the decision-making process since it uses continuously updated information, statistics and trend history of each machine that composes the CPS.","In this article, the authors present an architecture based on cyber-physical systems (CPS), which are mechanisms controlled and/or monitored by computational algorithms and closely integrated with the internet, to supervise variables acquired from a machine with computer numerical control (CNC) and a manipulator robot."
"Enhancing process control in industry 4.0 scenarios using cyber-physical systems","https://scispace.com/paper/enhancing-process-control-in-industry-4-0-scenarios-using-3514k9w049","2016","Proceedings Article","Ubiquitous Computing","Borja Bordel Sánchez
Ramón Alcarria
Diego Rivera
Álvaro Sánchez-Picot","","","One of the most interesting applications of Industry 4.0 paradigm is enhanced process control. Traditionally, process control solutions based on Cyber-Physical Systems (CPS) consider a top-down view where processes are represented as executable high-level descriptions. However, most times industrial processes follow a bottom-up model where processes are executed by low-level devices which are hard-programmed with the process to be executed. Thus, high-level components only may supervise the process execution as devices cannot modify dynamically their behavior. Therefore, in this paper we propose a vertical CPS-based solution (including a reference and a functional architecture) adequate to perform enhanced process control in Industry 4.0 scenarios with a bottom-up view. The proposed solution employs an event-driven service-based architecture where control is performed by means of finite state machines. Furthermore, an experimental validation is provided proving that in more than 97% of cases the proposed solution allows a stable and effective control","This paper proposes a vertical CPS-based solution adequate to perform enhanced process control in Industry 4.0 scenarios with a bottom-up view and employs an event-driven service-based architecture where control is performed by means of finite state machines."
"IoT Platform For Online Monitoring Of Renewable Energy Systems","https://scispace.com/paper/iot-platform-for-online-monitoring-of-renewable-energy-27df94ry","2022","Journal Article","EDIS","Ziane Abderrezzaq
Rachid Dabou
Ammar Necaibia
Abdelkrim Rouabhia
K. Bouchouicha
Nordine Sahouane
Salah Lachtar
Ahmed Bouraiou
Ahmed Amine Larbi","10.1109/EDiS57230.2022.9996490","","The integration of novel technology trends namely IoT and cloud computing in the renewable energy sector is an ambitious goal and it has a lot of benefits for the sector. In this work, an IoT platform for the online monitoring of renewable energy systems is proposed. The platform is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems. As a proof of concept, an IoT-based monitoring system was developed for a grid-connected PV station in URERMS.","In this paper , an IoT platform for the online monitoring of renewable energy systems is proposed, which is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems."
"IoT Platform For Online Monitoring Of Renewable Energy Systems","https://scispace.com/paper/iot-platform-for-online-monitoring-of-renewable-energy-336ag666","2022","Proceedings Article","","","10.1109/edis57230.2022.9996490","","The integration of novel technology trends namely IoT and cloud computing in the renewable energy sector is an ambitious goal and it has a lot of benefits for the sector. In this work, an IoT platform for the online monitoring of renewable energy systems is proposed. The platform is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems. As a proof of concept, an IoT-based monitoring system was developed for a grid-connected PV station in URERMS. ","In this paper , an IoT platform for the online monitoring of renewable energy systems is proposed, which is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems."
"An Open Platform for Smart Production: IT/OT Integration in a Smart Factory","https://scispace.com/paper/an-open-platform-for-smart-production-it-ot-integration-in-a-5a1sfu4r78","2021","Proceedings Article","International Conference on Enterprise Information Systems","Dan Palade
Charles Møller
Chen Li
Soujanya Mantravadi","10.5220/0010436807070714","","As industries are becoming increasingly digitalized, new manufacturing concepts require redesigning the information systems architecture. The Smart Production Laboratory is used as a learning factory aimed at exploring new industry 4.0 technologies and for demonstrating Smart Production solutions. The initial Smart Production Laboratory was built on a proprietary software stack. Experimenting with the information systems architecture using proprietary systems has shown to be difficult, which is why we built a complete modular open-source software stack for the Smart Production Laboratory intended to enable high-speed and low-cost development of demonstrators for research, teaching, and innovation. Therefore, the purpose of this research is to capture the development of the software stack and identify the required target architecture for the platform. This is further used for discussing potential future challenges in demonstrating new and innovative Smart Production concepts.","The purpose of this research is to capture the development of the software stack and identify the required target architecture for the platform, further used for discussing potential future challenges in demonstrating new and innovative Smart Production concepts."
"Navigating Challenges in Industrial Automation with Internet of Things: Technical Solutions","https://scispace.com/paper/navigating-challenges-in-industrial-automation-with-internet-wjjnm4l0me","2024","Proceedings Article","","","10.62919/uieu2362","","The utilization of the Internet of Things (IoT) to enhance connectivity among objects, services, and individuals for smarter operational management has been explored and implemented across various sectors including smart cities, energy management, healthcare, food and water supply, logistics, retail, and transportation. However, the application of IoT in the industrial automation sector is less documented, especially concerning its capacity for reliable and collaborative operations. This includes the challenges of fostering scalable interactions among diverse devices and systems, ensuring predictable and fault-tolerant real-time operations, and integrating advanced service functionalities from edge computing devices up to cloud-based infrastructures. In this paper, we aim to elucidate the specific constraints related to quality attributes within the field of industrial automation. We will outline the distinct challenges posed by these constraints in the industrial IoT landscape and propose how various technical strategies can address these issues. Our discussion will cover the potential of these solutions to enhance the robustness, efficiency, and intelligence of automation systems, thus enabling more effective integration of IoT technologies in industrial settings. This exploration not only contributes to a deeper understanding of industrial IoT applications but also opens pathways for future innovations in this critically evolving domain.","Challenges in industrial automation with IoT are primarily related to scalability, real-time operations, and service functionalities. Technical solutions include fostering scalable interactions, ensuring predictable and fault-tolerant operations, and integrating advanced service functionalities."
"IoT Monitoring System for Applications with Renewable Energy Generation and Electric Drives","https://scispace.com/paper/iot-monitoring-system-for-applications-with-renewable-energy-5gkd8kv6ce","2021","Journal Article","Renewable energy & power quality journal","Maria G. Ioanides
Anastasios Stamelos
Stylianos A. Papazis
Athanasios Papoutsidakis
Vasilios Vikentios
Nikolaos Apostolakis","10.24084/REPQJ19.347","https://scispace.com/pdf/iot-monitoring-system-for-applications-with-renewable-energy-5gkd8kv6ce.pdf","nternet of Things IoT developed for monitoring, control, and management of sectors such as Smart Cities, Energy, Environment, Transport, Manufacture, Industrial Automation, Maritime, Healthcare, Education, etc, by interconnecting devices over internet. New sectors emerged in renewable energy systems, industrial motion drives, sensors and actuators. This article presents the design, and development of specific IoT applications for wind energy generating units, and electric drives. IoT technologies in the control systems of electric machines, mainly in applications of motor drives, and wind energy generating systems, contribute to improved monitoring, and management of performance, and to possible savings of energy. The experimental configurations upgrade laboratory infrastructure and offer new teaching and research perspectives to engineering education.","IoT technologies in the control systems of electric machines, mainly in applications of motor drives, and wind energy generating systems, contribute to improved monitoring, and management of performance, and to possible savings of energy."
"Concept and Implementation of a Software Architecture for Unifying Data Transfer in Automated Production Systems","https://scispace.com/paper/concept-and-implementation-of-a-software-architecture-for-1ejpy0r5ck","2018","Book Chapter","","Emanuel Trunzer
Simon Lötzerich
Birgit Vogel-Heuser","10.1007/978-3-662-57805-6_1","https://scispace.com/pdf/concept-and-implementation-of-a-software-architecture-for-1ejpy0r5ck.pdf","The integration of smart devices into the production process results in the emergence of cyber-physical production systems (CPPSs) that are a key part of Industrie 4.0. Various sensors, actuators, Programmable Logic Controllers (PLCs), Manufacturing Execution Systems (MES) and Enterprise Resource Planning (ERP) systems produce huge amounts of data and meta data that can hardly be handled by conventional analytic methods. The main goal of this work is to develop an innovative architecture for handling big data from various heterogeneous sources within an automated production system (aPS). Moreover, enabling data analysis to gain a better understanding of the whole process, spotting possible defects in advance and increasing the overall equipment effectiveness (OEE), is in focus. This new architecture vertically connects the production lines to the analysts by using a generic data format for dealing with various types of data. The presented model is applied prototypically to a lab-scale production unit. Based on a message broker, the presented prototype is able to process messages from different sources, using e.g. OPC UA and MQTT protocols, storing them in a database and providing them for live-analysis. Furthermore, data can be anonymized, depending on granted access rights, and can be provided to external analyzers. The prototypical implementation of the architecture is able to operate in a heterogeneous environment supporting many platforms. The prototype is stress tested with different workloads showing hardly any response in the form of longer delivery times. Thus, feasibility of the architecture and its suitability for industrial, near real-time applications can be shown on a labscale.","This work aims to develop an innovative architecture for handling big data from various heterogeneous sources within an automated production system (aPS) enabling data analysis to gain a better understanding of the whole process, spotting possible defects in advance and increasing the overall equipment effectiveness (OEE)."
"IoT-Edge Computing for Efficient and Effective Information Process on Industrial Automation","https://scispace.com/paper/iot-edge-computing-for-efficient-and-effective-information-nl04enqx","2023","Proceedings Article","","M. Rudra Kumar
B. Rupa Devi
Kanniga Devi Rangaswamy
Korupalli V. Rajesh Kumar","10.1109/ICNWC57852.2023.10127492","","The Internet of Things (IoT) has transformed the way industrial systems operate by allowing physical devices, machines, and systems to be connected and monitored over a network. The Internet of Things has facilitated the development of smart factories and industrial automation systems, in which data from various sources is collected and analyzed in real-time to make informed decisions. IoT-enabled industrial automation systems can perform a variety of tasks, including predictive maintenance, process control, and energy management, among others. The main advantages of IoT in industrial automation are increased efficiency, increased safety, and cost savings. The generation of massive amounts of data from numerous sources or sensors is common in the IIoT world, but there are numerous challenges. The goal of this study is to demonstrate how the Internet of Things and AI enable Industrial Automation to develop in response to real-world issues.","In this paper , the authors demonstrate how the Internet of Things and AI enable Industrial Automation to develop in response to real-world issues, including predictive maintenance, process control, and energy management."
"IoT-Edge Computing for Efficient and Effective Information Process on Industrial Automation","https://scispace.com/paper/iot-edge-computing-for-efficient-and-effective-information-2tqdyx61","2023","Proceedings Article","","","10.1109/icnwc57852.2023.10127492","","The Internet of Things (IoT) has transformed the way industrial systems operate by allowing physical devices, machines, and systems to be connected and monitored over a network. The Internet of Things has facilitated the development of smart factories and industrial automation systems, in which data from various sources is collected and analyzed in real-time to make informed decisions. IoT-enabled industrial automation systems can perform a variety of tasks, including predictive maintenance, process control, and energy management, among others. The main advantages of IoT in industrial automation are increased efficiency, increased safety, and cost savings. The generation of massive amounts of data from numerous sources or sensors is common in the IIoT world, but there are numerous challenges. The goal of this study is to demonstrate how the Internet of Things and AI enable Industrial Automation to develop in response to real-world issues. ","In this article , the authors demonstrate how the Internet of Things and AI enable Industrial Automation to develop in response to real-world issues, including predictive maintenance, process control, and energy management."
"Enhancement of Industrial Automation using Internet of Things","https://scispace.com/paper/enhancement-of-industrial-automation-using-internet-of-44k00wjbr7","2024","Proceedings Article","","Adlin Sheeba
C. A. Subasini
Kata Purna Avinash S
Maheswaran Vijayendran S","10.1109/adics58448.2024.10533590","","The convergence of Industrial Automation, Cloud Computing, and the Industrial IoT Devices has sparked a transformative paradigm shift across diverse industries. This synergy harnesses the power of interconnected smart devices, cloud-based data processing, and automated systems to redefine operational landscapes. In this abstract, we explore the intricate integration of these technologies and their collective impact on industrial realms. IoT sensors embedded within machinery facilitate real-time data collection on performance metrics, environmental factors, and machine health. These data streams, propelled through cloud-based infrastructure, undergo robust processing and analysis, enabling predictive maintenance, process optimization, and informed decision-making. The marriage of cloud computing and IoT not only allows for remote monitoring and control but also facilitates agile responsiveness to dynamic operational needs. By leveraging machine learning algorithms, anomalies are identified, allowing preemptive actions to mitigate potential downtime and enhance productivity. Moreover, the scalability and accessibility of cloud systems offer unprecedented flexibility in adapting to evolving industry requirements. However, such integration necessitates robust security measures to safeguard sensitive industrial data transmitted and stored within cloud environments. Encryption protocols, stringent access controls, and resilient authentication mechanisms become paramount to ensure data integrity and confidentiality. This abstract encapsulates the potential of this amalgamation, illuminating its transformative capabilities in optimizing processes, reducing downtime, and fostering cost-efficient, data-driven decision-making across industrial sectors.","Enhancement of Industrial Automation using IoT and Cloud Computing revolutionizes industrial processes, enabling real-time data collection, predictive maintenance, process optimization, and informed decision-making."
"Implementation of a Node Red workflow for the Beia-IoT tool compliant with the Arrowhead Framework","https://scispace.com/paper/implementation-of-a-node-red-workflow-for-the-beia-iot-tool-3ih51458","2022","","International Symposium for Design and Technology in Electronic Packaging","George Suciu
George Iordache
Robert Streche
Mihai Sterea
Cristian Beceanu
T. Bratu
Marian Niculae","10.1109/SIITME56728.2022.9988488","","Industry 4.0 refers to a trend in which the Internet of Things (IoT) is widely promoted in the logistics system, industrial production, and industries. Digitalization of the industry is critical for improving the production process, lowering costs, and growing the associated business. In this regard, Arrowhead Tools (AHT), an H2020 project, aims to transform and automate the industry across Europe. AHT (Arrowhead Tools) is built mostly on Arrowhead Framework (AHF), an open-source framework for automating and integrating IoT objects with services. AHF enforces IoT system connectivity through real-time managing data, automation of scalable engineering systems, and security features. Following the definition of the AHT proposal and AHF structures, we introduced the notion of tool and toolchain in relation to Industry 4.0 and AHT. Researchers as well display the AHF integration and implementation of the Beia-IoT tool beside the platform VITAL-IoT for the AHF-compliant environmental monitoring scenario in the industrial sector.","In this paper , the Arrowhead Tools (AHT) project aims to transform and automate the industry across Europe by using Arrowhead Framework (AHF), an open-source framework for automating and integrating IoT objects with services."
"Industry 4.0 Synoptics Controlled by IoT Applications in Node-RED","https://scispace.com/paper/industry-4-0-synoptics-controlled-by-iot-applications-in-3s6o44yve0","2020","Proceedings Article","Green Computing and Communications","Claudio Badii
Pierfrancesco Bellini
Daniele Cenni
Nicola Mitolo
Paolo Nesi
Gianni Pantaleo
Mirco Soderi","10.1109/ITHINGS-GREENCOM-CPSCOM-SMARTDATA-CYBERMATICS50389.2020.00028","","The push towards Industry 4.0 is constraining the industries to work in integrated supply chains. This implies to be open to the integration their production plants with other plants, and to provide access to their data and processes. In most cases, this also means to give access at data and flows to their customers and to perform some synchronizations and permit supervision, and may to create integrated control rooms, synoptics and dashboards. This activity is also facilitated by the introduction of IoT solutions with IoT Devices, IoT Brokers, etc., which have a completely different approach with respect to DCS and SCADA solutions usually adopted in the industry for controlling their local productions. In this paper, Snap4Industry with its IoT development environment and framework for implementing the Control and Supervision of Multiple Supply Chains in the view of Industry 4.0 as a service are presented. In particular, the paper describes the motivations/requirements and the actions performed to extend IoT Snap4City 100% open source platform to comply with Industry 4.0 requirements. The main additions for creating Snap4Industry solution have been on: (i) industry protocols, (ii) custom widgets and synoptics Dashboards, (iii) new MicroServices for Node-RED for enabling the usage of synoptics as event driven devices, (iv) automatized process for producing synoptics templates according to GDPR. The research has been founded into SODA R&D RT project.","In this article, the authors describe the motivations/requirements and the actions performed to extend IoT Snap4City 100% open source platform to comply with Industry 4.0 requirements, and the main additions for creating Snap4Industry solution have been on: (i) industry protocols, (ii) custom widgets and synoptics Dashboards, (iii) new Microservices for Node-RED for enabling the usage of Synoptics as event driven devices, (iv) automatized process for producingsynoptics templates according to GDPR."
